"","Gene Symbol","CE Detail","Ensembl ID","ID #","Canonical Splice Junction","Cryptic Exon Location
  (hg38)","Cryptic Exon (bp)","Splice Site (L/R)","type","Noncoding","LEAKY/Weak","Annotated Alternate Exon","Inf. Ins.","UTR","Complex Splicing","Unannotated WT exon","Conserved Region","LeftJunction","RightJunction","LPSI_C","LPSI_CUS","LPSI_CX","LPSI_CXS","LPSI_CXU","LPSI_SgC","LPSI_T","LPSI_TUS","LPSI_TX","LPSI_TXS","LPSI_TXU","RPSI_C","RPSI_CUS","RPSI_CX","RPSI_CXS","RPSI_CXU","RPSI_SgC","RPSI_T","RPSI_TUS","RPSI_TX","RPSI_TXS","RPSI_TXU","avgCtrl","avgT","avgCUS","avgCX","avgCXS","avgCXU","avgTUS","avgTX","avgTXS","avgTXU","maxCtrl","maxTDP","maxDiff","NMDonly","category"
"698","MRPL1",NA,"ENSG00000169288","CE233","chr4:77894251-77909265","chr4:77906946-77907210","265","AG/GT","cassette",NA,NA,NA,NA,NA,NA,NA,NA,"chr4:77894251-77906945","chr4:77907211-77909265",0,3,1.3,0,3.7,2.4,0,20.3,1,1,18.2,0.7,3.2,1.4,1.8,7.9,2.4,0,23.7,2.8,5.4,29.6,1.4,0,3.1,2.7,0.9,5.8,22,9.7,3.2,23.9,"5.8",23.9,18.1,"5pct","NMDi"
"699","MRPL1",NA,"ENSG00000169288","CE233","chr4:77894251-77909265","chr4:77906946-77907210","265","AG/GT","cassette",NA,NA,NA,NA,NA,NA,NA,NA,"chr4:77894251-77906945","chr4:77907211-77909265",0,3,1.3,0,3.7,2.4,0,20.3,1,1,18.2,0.7,3.2,1.4,1.8,7.9,2.4,0,23.7,2.8,5.4,29.6,1.4,0,3.1,2.7,0.9,5.8,22,9.7,3.2,23.9,"5.8",23.9,18.1,"1pct","NMDi"
"700","MRPL42",NA,"ENSG00000198015","CE234","chr12:93469356-93476953","chr12:93470486-93470590","105","AG/GT","cassette",NA,NA,NA,NA,NA,"Y",NA,NA,"chr12:93469356-93470485","chr12:93470591-93476953",4.9,16,4.5,7,21.1,0,0,42.2,1.7,1.6,41.9,1.4,10.3,3.8,4.9,11.1,0,2.9,18.9,1.7,4.7,20.8,1.6,1.4,13.2,8.7,6,16.1,30.6,12.1,3.2,31.4,"16.1",31.4,15.3,"10pct","NMDi"
"701","MRPL42",NA,"ENSG00000198015","CE234","chr12:93469356-93476953","chr12:93470486-93470590","105","AG/GT","cassette",NA,NA,NA,NA,NA,"Y",NA,NA,"chr12:93469356-93470485","chr12:93470591-93476953",4.9,16,4.5,7,21.1,0,0,42.2,1.7,1.6,41.9,1.4,10.3,3.8,4.9,11.1,0,2.9,18.9,1.7,4.7,20.8,1.6,1.4,13.2,8.7,6,16.1,30.6,12.1,3.2,31.4,"16.1",31.4,15.3,"5pct","NMDi"
"702","MRPL42",NA,"ENSG00000198015","CE234","chr12:93469356-93476953","chr12:93470486-93470590","105","AG/GT","cassette",NA,NA,NA,NA,NA,"Y",NA,NA,"chr12:93469356-93470485","chr12:93470591-93476953",4.9,16,4.5,7,21.1,0,0,42.2,1.7,1.6,41.9,1.4,10.3,3.8,4.9,11.1,0,2.9,18.9,1.7,4.7,20.8,1.6,1.4,13.2,8.7,6,16.1,30.6,12.1,3.2,31.4,"16.1",31.4,15.3,"1pct","TDPKDonly"
"703","MTERF4",NA,"ENSG00000122085","CE235","chr2:241097428-241099395","chr2:241098806-241099395","590","AC/-","exon ext.",NA,"Y",NA,NA,NA,NA,NA,NA,"chr2:241097428-241098805",NA,10,11.6,13.4,11.7,28.7,0,0,13.8,38,24.7,47,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,0,11.6,17.9,11.7,28.7,13.8,36.6,24.7,47,"28.7",47,18.3,"10pct","NMDi"
"704","MTERF4",NA,"ENSG00000122085","CE235","chr2:241097428-241099395","chr2:241098806-241099395","590","AC/-","exon ext.",NA,"Y",NA,NA,NA,NA,NA,NA,"chr2:241097428-241098805",NA,10,11.6,13.4,11.7,28.7,0,0,13.8,38,24.7,47,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,0,11.6,17.9,11.7,28.7,13.8,36.6,24.7,47,"28.7",47,18.3,"5pct","NMDi"
"705","MTERF4",NA,"ENSG00000122085","CE235","chr2:241097428-241099395","chr2:241098806-241099395","590","AC/-","exon ext.",NA,"Y",NA,NA,NA,NA,NA,NA,"chr2:241097428-241098805",NA,10,11.6,13.4,11.7,28.7,0,0,13.8,38,24.7,47,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,0,11.6,17.9,11.7,28.7,13.8,36.6,24.7,47,"28.7",47,18.3,"1pct","NMDi"
"706","MTMR3",NA,"ENSG00000100330","CE236","chr22:30002994-30007113","chr22:30003898-30004021","124","AG/GT","cassette",NA,NA,NA,NA,NA,NA,NA,NA,"chr22:30002994-30003897","chr22:30004022-30007113",3.3,11.7,0.8,3.6,4,0,0,22.1,6.7,4.3,3.1,1.1,6.2,4.1,1.2,5,0,0,15.2,5.7,10.1,13.7,1.1,0,8.9,3.1,2.4,4.5,18.6,7.3,7.2,8.4,"8.9",18.6,9.7,"10pct","NMDi"
"707","MTMR3",NA,"ENSG00000100330","CE236","chr22:30002994-30007113","chr22:30003898-30004021","124","AG/GT","cassette",NA,NA,NA,NA,NA,NA,NA,NA,"chr22:30002994-30003897","chr22:30004022-30007113",3.3,11.7,0.8,3.6,4,0,0,22.1,6.7,4.3,3.1,1.1,6.2,4.1,1.2,5,0,0,15.2,5.7,10.1,13.7,1.1,0,8.9,3.1,2.4,4.5,18.6,7.3,7.2,8.4,"8.9",18.6,9.7,"5pct","NMDi"
"708","MTMR3",NA,"ENSG00000100330","CE236","chr22:30002994-30007113","chr22:30003898-30004021","124","AG/GT","cassette",NA,NA,NA,NA,NA,NA,NA,NA,"chr22:30002994-30003897","chr22:30004022-30007113",3.3,11.7,0.8,3.6,4,0,0,22.1,6.7,4.3,3.1,1.1,6.2,4.1,1.2,5,0,0,15.2,5.7,10.1,13.7,1.1,0,8.9,3.1,2.4,4.5,18.6,7.3,7.2,8.4,"8.9",18.6,9.7,"1pct","NMDi"
"709","MTSS2",NA,"ENSG00000132613","CE237","chr16:70665541-70674305","chr16:70668999-70669046","48","AC/CT","cassette",NA,NA,NA,"Y",NA,NA,NA,NA,"chr16:70665541-70668998","chr16:70669047-70674305",0.4,0.5,0.5,2.1,0.5,0,8,17.9,8.5,16.3,14.3,0.4,0.4,0.4,0.5,0.5,0,3.8,14.2,6.7,14.1,10.7,0.2,5.9,0.4,0.8,1.3,0.5,16,11.8,15.2,12.5,"1.3",16,14.7,"10pct","NMDi"
"710","MTSS2",NA,"ENSG00000132613","CE237","chr16:70665541-70674305","chr16:70668999-70669046","48","AC/CT","cassette",NA,NA,NA,"Y",NA,NA,NA,NA,"chr16:70665541-70668998","chr16:70669047-70674305",0.4,0.5,0.5,2.1,0.5,0,8,17.9,8.5,16.3,14.3,0.4,0.4,0.4,0.5,0.5,0,3.8,14.2,6.7,14.1,10.7,0.2,5.9,0.4,0.8,1.3,0.5,16,11.8,15.2,12.5,"1.3",16,14.7,"5pct","TDPKDonly"
"711","MTSS2",NA,"ENSG00000132613","CE237","chr16:70665541-70674305","chr16:70668999-70669046","48","AC/CT","cassette",NA,NA,NA,"Y",NA,NA,NA,NA,"chr16:70665541-70668998","chr16:70669047-70674305",0.4,0.5,0.5,2.1,0.5,0,8,17.9,8.5,16.3,14.3,0.4,0.4,0.4,0.5,0.5,0,3.8,14.2,6.7,14.1,10.7,0.2,5.9,0.4,0.8,1.3,0.5,16,11.8,15.2,12.5,"1.3",16,14.7,"1pct","TDPKDonly"
"712","MYO18A","1","ENSG00000196535","CE238","chr17:29124689-29165941","chr17:29130372-29130408","37","AC/CT","cassette",NA,NA,NA,NA,NA,"Y",NA,NA,"chr17:29124689-29130371","chr17:29130409-29131382",1.3,0,1.4,0,0,0,17.1,70,35.1,30.8,18.2,1.3,4.2,1.4,0,0,0,17.1,53.8,32.7,25,40,0.7,17.1,2.1,0.5,0,0,61.9,30.3,27.9,29.1,"2.1",61.9,59.8,"10pct","TDPKDonly"
"713","MYO18A","1","ENSG00000196535","CE238","chr17:29124689-29165941","chr17:29130372-29130408","37","AC/CT","cassette",NA,NA,NA,NA,NA,"Y",NA,NA,"chr17:29124689-29130371","chr17:29130409-29131382",1.3,0,1.4,0,0,0,17.1,70,35.1,30.8,18.2,1.3,4.2,1.4,0,0,0,17.1,53.8,32.7,25,40,0.7,17.1,2.1,0.5,0,0,61.9,30.3,27.9,29.1,"2.1",61.9,59.8,"5pct","TDPKDonly"
"714","MYO18A","1","ENSG00000196535","CE238","chr17:29124689-29165941","chr17:29130372-29130408","37","AC/CT","cassette",NA,NA,NA,NA,NA,"Y",NA,NA,"chr17:29124689-29130371","chr17:29130409-29131382",1.3,0,1.4,0,0,0,17.1,70,35.1,30.8,18.2,1.3,4.2,1.4,0,0,0,17.1,53.8,32.7,25,40,0.7,17.1,2.1,0.5,0,0,61.9,30.3,27.9,29.1,"2.1",61.9,59.8,"1pct","TDPKDonly"
"715","MYO18A","2","ENSG00000196535","CE239","chr17:29124689-29165941","chr17:29131383-29131442","60","AC/CT","cassette",NA,NA,NA,"Y",NA,NA,NA,NA,"chr17:29124689-29131382","chr17:29131443-29165941",1.3,2.1,1.4,0,2.4,0,65.5,77.8,48.6,60,80.9,0,0,1.4,2,0,0,50,77.8,51.3,59.1,69,0.3,57.8,1,1.2,1,1.2,77.8,61.5,59.5,75,"1.2",77.8,76.6,"10pct","TDPKDonly"
"716","MYO18A","2","ENSG00000196535","CE239","chr17:29124689-29165941","chr17:29131383-29131442","60","AC/CT","cassette",NA,NA,NA,"Y",NA,NA,NA,NA,"chr17:29124689-29131382","chr17:29131443-29165941",1.3,2.1,1.4,0,2.4,0,65.5,77.8,48.6,60,80.9,0,0,1.4,2,0,0,50,77.8,51.3,59.1,69,0.3,57.8,1,1.2,1,1.2,77.8,61.5,59.5,75,"1.2",77.8,76.6,"5pct","TDPKDonly"
"717","MYO18A","2","ENSG00000196535","CE239","chr17:29124689-29165941","chr17:29131383-29131442","60","AC/CT","cassette",NA,NA,NA,"Y",NA,NA,NA,NA,"chr17:29124689-29131382","chr17:29131443-29165941",1.3,2.1,1.4,0,2.4,0,65.5,77.8,48.6,60,80.9,0,0,1.4,2,0,0,50,77.8,51.3,59.1,69,0.3,57.8,1,1.2,1,1.2,77.8,61.5,59.5,75,"1.2",77.8,76.6,"1pct","TDPKDonly"
"718","NADSYN1",NA,"ENSG00000172890","CE240","chr11:71498529-71501301","chr11:71498887-71499039","153","AG/GT","cassette",NA,NA,NA,"Y",NA,NA,NA,NA,"chr11:71498529-71498886","chr11:71499040-71501301",0,1.4,3.7,0,0,0,0,0,13.3,10.5,10.4,1.9,1.4,1.3,0,1.2,0,0,0,25,29.2,0,0.5,0,1.4,1,0,0.6,0,14.7,19.9,5.2,"1.4",19.9,18.5,"10pct","NMDi"
"719","NADSYN1",NA,"ENSG00000172890","CE240","chr11:71498529-71501301","chr11:71498887-71499039","153","AG/GT","cassette",NA,NA,NA,"Y",NA,NA,NA,NA,"chr11:71498529-71498886","chr11:71499040-71501301",0,1.4,3.7,0,0,0,0,0,13.3,10.5,10.4,1.9,1.4,1.3,0,1.2,0,0,0,25,29.2,0,0.5,0,1.4,1,0,0.6,0,14.7,19.9,5.2,"1.4",19.9,18.5,"5pct","NMDi"
"720","NADSYN1",NA,"ENSG00000172890","CE240","chr11:71498529-71501301","chr11:71498887-71499039","153","AG/GT","cassette",NA,NA,NA,"Y",NA,NA,NA,NA,"chr11:71498529-71498886","chr11:71499040-71501301",0,1.4,3.7,0,0,0,0,0,13.3,10.5,10.4,1.9,1.4,1.3,0,1.2,0,0,0,25,29.2,0,0.5,0,1.4,1,0,0.6,0,14.7,19.9,5.2,"1.4",19.9,18.5,"1pct","NMDi"
"721","NANS",NA,"ENSG00000095380","CE241","chr9:98077018-98078192","chr9:98078062-98078192","-","GT/-","exon ext.",NA,NA,NA,NA,NA,NA,NA,NA,"chr9:98077018-98078061",NA,1,2.4,0.7,0,4,0,0,9.9,3,0,18.3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.5,0,2.4,1.6,0,4,9.9,7.1,0,18.3,"4",18.3,14.3,"10pct","NMDi"
"722","NANS",NA,"ENSG00000095380","CE241","chr9:98077018-98078192","chr9:98078062-98078192","-","GT/-","exon ext.",NA,NA,NA,NA,NA,NA,NA,NA,"chr9:98077018-98078061",NA,1,2.4,0.7,0,4,0,0,9.9,3,0,18.3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.5,0,2.4,1.6,0,4,9.9,7.1,0,18.3,"4",18.3,14.3,"5pct","NMDi"
"723","NANS",NA,"ENSG00000095380","CE241","chr9:98077018-98078192","chr9:98078062-98078192","-","GT/-","exon ext.",NA,NA,NA,NA,NA,NA,NA,NA,"chr9:98077018-98078061",NA,1,2.4,0.7,0,4,0,0,9.9,3,0,18.3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.5,0,2.4,1.6,0,4,9.9,7.1,0,18.3,"4",18.3,14.3,"1pct","NMDi"
"724","NBAS",NA,"ENSG00000151779","CE242","chr2:15330766-15351991","chr2:15338711-15338842","132","AC/CT","cassette",NA,NA,NA,NA,NA,NA,NA,NA,"chr2:15330766-15338710","chr2:15338843-15351991",0,0,0,0,0,0,0,9.2,6,5.2,9.9,0,0,0,0,0,0,5.9,28,27.7,31.2,39,0,3,0,0,0,0,18.6,19.8,18.2,24.4,"0",24.4,24.4,"10pct","NMDi"
"725","NBAS",NA,"ENSG00000151779","CE242","chr2:15330766-15351991","chr2:15338711-15338842","132","AC/CT","cassette",NA,NA,NA,NA,NA,NA,NA,NA,"chr2:15330766-15338710","chr2:15338843-15351991",0,0,0,0,0,0,0,9.2,6,5.2,9.9,0,0,0,0,0,0,5.9,28,27.7,31.2,39,0,3,0,0,0,0,18.6,19.8,18.2,24.4,"0",24.4,24.4,"5pct","NMDi"
"726","NBAS",NA,"ENSG00000151779","CE242","chr2:15330766-15351991","chr2:15338711-15338842","132","AC/CT","cassette",NA,NA,NA,NA,NA,NA,NA,NA,"chr2:15330766-15338710","chr2:15338843-15351991",0,0,0,0,0,0,0,9.2,6,5.2,9.9,0,0,0,0,0,0,5.9,28,27.7,31.2,39,0,3,0,0,0,0,18.6,19.8,18.2,24.4,"0",24.4,24.4,"1pct","TDPKDonly"
"727","NCBP3",NA,"ENSG00000074356","CE243","chr17:3822053-3824941","chr17:3824060-3824092","33","AC/CT","cassette",NA,NA,NA,NA,NA,NA,NA,NA,"chr17:3822053-3824059","chr17:3824093-3824941",1.3,1,2.8,3.9,4.7,0,7.7,1.1,17,9.4,13.8,2.1,2.4,3.3,2.9,4.5,0,5.5,4.4,15.4,9.9,11,0.9,6.6,1.7,3.7,3.4,4.6,2.8,12.8,9.7,12.4,"4.6",12.8,8.2,"10pct","NMDi"
"728","NCBP3",NA,"ENSG00000074356","CE243","chr17:3822053-3824941","chr17:3824060-3824092","33","AC/CT","cassette",NA,NA,NA,NA,NA,NA,NA,NA,"chr17:3822053-3824059","chr17:3824093-3824941",1.3,1,2.8,3.9,4.7,0,7.7,1.1,17,9.4,13.8,2.1,2.4,3.3,2.9,4.5,0,5.5,4.4,15.4,9.9,11,0.9,6.6,1.7,3.7,3.4,4.6,2.8,12.8,9.7,12.4,"4.6",12.8,8.2,"5pct","TDPKDonly"
"729","NCBP3",NA,"ENSG00000074356","CE243","chr17:3822053-3824941","chr17:3824060-3824092","33","AC/CT","cassette",NA,NA,NA,NA,NA,NA,NA,NA,"chr17:3822053-3824059","chr17:3824093-3824941",1.3,1,2.8,3.9,4.7,0,7.7,1.1,17,9.4,13.8,2.1,2.4,3.3,2.9,4.5,0,5.5,4.4,15.4,9.9,11,0.9,6.6,1.7,3.7,3.4,4.6,2.8,12.8,9.7,12.4,"4.6",12.8,8.2,"1pct","TDPKDonly"
"730","NCOR2","1","ENSG00000196498","CE244","chr12:124473132-124483595","chr12:124476659-124476764","106","AC/CT","cassette",NA,NA,NA,NA,NA,"Y","Y",NA,"chr12:124473132-124476658","chr12:124476765-124479596",0,0,0,0,0,0,9,22,23,11.3,7.9,0,0,0,0,0,0,5.3,13.5,18.6,4.4,14.7,0,7.2,0,0,0,0,17.8,13.3,7.9,11.3,"0",17.8,17.8,"10pct","NMDi"
"731","NCOR2","1","ENSG00000196498","CE244","chr12:124473132-124483595","chr12:124476659-124476764","106","AC/CT","cassette",NA,NA,NA,NA,NA,"Y","Y",NA,"chr12:124473132-124476658","chr12:124476765-124479596",0,0,0,0,0,0,9,22,23,11.3,7.9,0,0,0,0,0,0,5.3,13.5,18.6,4.4,14.7,0,7.2,0,0,0,0,17.8,13.3,7.9,11.3,"0",17.8,17.8,"5pct","TDPKDonly"
"732","NCOR2","1","ENSG00000196498","CE244","chr12:124473132-124483595","chr12:124476659-124476764","106","AC/CT","cassette",NA,NA,NA,NA,NA,"Y","Y",NA,"chr12:124473132-124476658","chr12:124476765-124479596",0,0,0,0,0,0,9,22,23,11.3,7.9,0,0,0,0,0,0,5.3,13.5,18.6,4.4,14.7,0,7.2,0,0,0,0,17.8,13.3,7.9,11.3,"0",17.8,17.8,"1pct","TDPKDonly"
"733","NCOR2","2","ENSG00000196498","CE245","chr12:124473132-124483595","chr12:124479597-124479690","94","AC/CT","cassette",NA,NA,NA,NA,NA,NA,NA,NA,"chr12:124473132-124479596","chr12:124479691-124483595",0,0,0,0,0,0,16.5,21,31.3,25.9,38.9,0,0,0,0,0,0,7.8,20,25,17.3,27.5,0,12.2,0,0,0,0,20.5,27.6,21.6,33.2,"0",33.2,33.2,"10pct","TDPKDonly"
"734","NCOR2","2","ENSG00000196498","CE245","chr12:124473132-124483595","chr12:124479597-124479690","94","AC/CT","cassette",NA,NA,NA,NA,NA,NA,NA,NA,"chr12:124473132-124479596","chr12:124479691-124483595",0,0,0,0,0,0,16.5,21,31.3,25.9,38.9,0,0,0,0,0,0,7.8,20,25,17.3,27.5,0,12.2,0,0,0,0,20.5,27.6,21.6,33.2,"0",33.2,33.2,"5pct","TDPKDonly"
"735","NCOR2","2","ENSG00000196498","CE245","chr12:124473132-124483595","chr12:124479597-124479690","94","AC/CT","cassette",NA,NA,NA,NA,NA,NA,NA,NA,"chr12:124473132-124479596","chr12:124479691-124483595",0,0,0,0,0,0,16.5,21,31.3,25.9,38.9,0,0,0,0,0,0,7.8,20,25,17.3,27.5,0,12.2,0,0,0,0,20.5,27.6,21.6,33.2,"0",33.2,33.2,"1pct","TDPKDonly"
"736","NDUFA12",NA,"ENSG00000184752","CE246","chr12:94994258-95002738","chr12:94997308-94997410","103","AC/CT","cassette",NA,NA,NA,NA,NA,NA,NA,NA,"chr12:94994258-94997307","chr12:94997411-95002738",0.4,1.4,0.8,0.6,1.9,0,3.5,16.6,3.7,3.5,20,1.5,3,1.6,2.3,4,2.4,3.2,26.2,6,6.2,32.1,1.1,3.4,2.2,1.9,1.4,3,21.4,11.9,4.8,26,"3",26,23,"10pct","NMDi"
"737","NDUFA12",NA,"ENSG00000184752","CE246","chr12:94994258-95002738","chr12:94997308-94997410","103","AC/CT","cassette",NA,NA,NA,NA,NA,NA,NA,NA,"chr12:94994258-94997307","chr12:94997411-95002738",0.4,1.4,0.8,0.6,1.9,0,3.5,16.6,3.7,3.5,20,1.5,3,1.6,2.3,4,2.4,3.2,26.2,6,6.2,32.1,1.1,3.4,2.2,1.9,1.4,3,21.4,11.9,4.8,26,"3",26,23,"5pct","NMDi"
"738","NDUFA12",NA,"ENSG00000184752","CE246","chr12:94994258-95002738","chr12:94997308-94997410","103","AC/CT","cassette",NA,NA,NA,NA,NA,NA,NA,NA,"chr12:94994258-94997307","chr12:94997411-95002738",0.4,1.4,0.8,0.6,1.9,0,3.5,16.6,3.7,3.5,20,1.5,3,1.6,2.3,4,2.4,3.2,26.2,6,6.2,32.1,1.1,3.4,2.2,1.9,1.4,3,21.4,11.9,4.8,26,"3",26,23,"1pct","TDPKDonly"
"739","NECAB2",NA,"ENSG00000103154","CE247","chr16:83990631-83994301","chr16:83993528-83993614","87","AG/GT","cassette",NA,NA,NA,"Y",NA,NA,NA,NA,"chr16:83990631-83993527","chr16:83993615-83994301",0.5,0,0,0,0.4,0,32.8,31.4,42.4,33,35,0,0,1,0,0,0,38.9,28.7,52.7,41.3,36.5,0.1,35.8,0,0.2,0,0.2,30,40.1,37.1,35.8,"0.2",40.1,39.9,"10pct","TDPKDonly"
"740","NECAB2",NA,"ENSG00000103154","CE247","chr16:83990631-83994301","chr16:83993528-83993614","87","AG/GT","cassette",NA,NA,NA,"Y",NA,NA,NA,NA,"chr16:83990631-83993527","chr16:83993615-83994301",0.5,0,0,0,0.4,0,32.8,31.4,42.4,33,35,0,0,1,0,0,0,38.9,28.7,52.7,41.3,36.5,0.1,35.8,0,0.2,0,0.2,30,40.1,37.1,35.8,"0.2",40.1,39.9,"5pct","TDPKDonly"
"741","NECAB2",NA,"ENSG00000103154","CE247","chr16:83990631-83994301","chr16:83993528-83993614","87","AG/GT","cassette",NA,NA,NA,"Y",NA,NA,NA,NA,"chr16:83990631-83993527","chr16:83993615-83994301",0.5,0,0,0,0.4,0,32.8,31.4,42.4,33,35,0,0,1,0,0,0,38.9,28.7,52.7,41.3,36.5,0.1,35.8,0,0.2,0,0.2,30,40.1,37.1,35.8,"0.2",40.1,39.9,"1pct","TDPKDonly"
"742","NIPSNAP3A",NA,"ENSG00000136783","CE248","chr9:104753065-104754550","chr9:104753584-104753675","92","AG/GT","cassette",NA,NA,NA,NA,NA,NA,NA,"Y","chr9:104753065-104753583","chr9:104753676-104754550",1.3,3.3,4.3,5.3,7,3.4,0.6,18.8,1.8,4,25,1.9,4.5,4.3,10.4,9.3,0,1.1,23.6,3.2,12.3,28.8,1.6,0.9,3.9,6.8,7.8,8.2,21.2,12.5,8.2,26.9,"8.2",26.9,18.7,"10pct","NMDi"
"743","NIPSNAP3A",NA,"ENSG00000136783","CE248","chr9:104753065-104754550","chr9:104753584-104753675","92","AG/GT","cassette",NA,NA,NA,NA,NA,NA,NA,"Y","chr9:104753065-104753583","chr9:104753676-104754550",1.3,3.3,4.3,5.3,7,3.4,0.6,18.8,1.8,4,25,1.9,4.5,4.3,10.4,9.3,0,1.1,23.6,3.2,12.3,28.8,1.6,0.9,3.9,6.8,7.8,8.2,21.2,12.5,8.2,26.9,"8.2",26.9,18.7,"5pct","NMDi"
"744","NIPSNAP3A",NA,"ENSG00000136783","CE248","chr9:104753065-104754550","chr9:104753584-104753675","92","AG/GT","cassette",NA,NA,NA,NA,NA,NA,NA,"Y","chr9:104753065-104753583","chr9:104753676-104754550",1.3,3.3,4.3,5.3,7,3.4,0.6,18.8,1.8,4,25,1.9,4.5,4.3,10.4,9.3,0,1.1,23.6,3.2,12.3,28.8,1.6,0.9,3.9,6.8,7.8,8.2,21.2,12.5,8.2,26.9,"8.2",26.9,18.7,"1pct","NMDi"
"745","NKAIN3",NA,"ENSG00000185942","CE249","chr8:62747130-62918452","chr8:62749703-62754621","-","AG/-","polyA",NA,"Y",NA,NA,NA,NA,NA,NA,"chr8:62747130-62749702",NA,6.8,31.4,0,0,12.9,0,14.6,56.2,11.1,13.3,31.2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3.4,14.6,31.4,4.3,0,12.9,56.2,18.5,13.3,31.2,"31.4",56.2,24.8,"10pct","TDPKDonly"
"746","NKAIN3",NA,"ENSG00000185942","CE249","chr8:62747130-62918452","chr8:62749703-62754621","-","AG/-","polyA",NA,"Y",NA,NA,NA,NA,NA,NA,"chr8:62747130-62749702",NA,6.8,31.4,0,0,12.9,0,14.6,56.2,11.1,13.3,31.2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3.4,14.6,31.4,4.3,0,12.9,56.2,18.5,13.3,31.2,"31.4",56.2,24.8,"5pct","TDPKDonly"
"747","NKAIN3",NA,"ENSG00000185942","CE249","chr8:62747130-62918452","chr8:62749703-62754621","-","AG/-","polyA",NA,"Y",NA,NA,NA,NA,NA,NA,"chr8:62747130-62749702",NA,6.8,31.4,0,0,12.9,0,14.6,56.2,11.1,13.3,31.2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3.4,14.6,31.4,4.3,0,12.9,56.2,18.5,13.3,31.2,"31.4",56.2,24.8,"1pct","TDPKDonly"
"748","NKD1",NA,"ENSG00000140807","CE250","chr16:50608361-50621601","chr16:50620845-50620949","105","AG/GT","cassette",NA,NA,NA,NA,NA,NA,NA,NA,"chr16:50608361-50620844","chr16:50620950-50621601",0,0,0,0,0,0,46.7,78.3,43.8,38.5,82.1,0,0,0,0,0,0,55.6,66.7,35.7,68,84.8,0,51.2,0,0,0,0,72.5,58.8,53.2,83.4,"0",83.4,83.4,"10pct","TDPKDonly"
"749","NKD1",NA,"ENSG00000140807","CE250","chr16:50608361-50621601","chr16:50620845-50620949","105","AG/GT","cassette",NA,NA,NA,NA,NA,NA,NA,NA,"chr16:50608361-50620844","chr16:50620950-50621601",0,0,0,0,0,0,46.7,78.3,43.8,38.5,82.1,0,0,0,0,0,0,55.6,66.7,35.7,68,84.8,0,51.2,0,0,0,0,72.5,58.8,53.2,83.4,"0",83.4,83.4,"5pct","TDPKDonly"
"750","NKD1",NA,"ENSG00000140807","CE250","chr16:50608361-50621601","chr16:50620845-50620949","105","AG/GT","cassette",NA,NA,NA,NA,NA,NA,NA,NA,"chr16:50608361-50620844","chr16:50620950-50621601",0,0,0,0,0,0,46.7,78.3,43.8,38.5,82.1,0,0,0,0,0,0,55.6,66.7,35.7,68,84.8,0,51.2,0,0,0,0,72.5,58.8,53.2,83.4,"0",83.4,83.4,"1pct","TDPKDonly"
"751","NLGN3",NA,"ENSG00000196338","CE251","chrX:71148207-71148845","chrX:71148664-71148695","32","AG/GT","cassette",NA,NA,NA,NA,NA,NA,NA,NA,"chrX:71148207-71148663","chrX:71148696-71148845",5,4.6,4.7,6,6.5,7.4,0,47.4,0,0,28.6,2.6,0,4.7,6,6.5,0,0,41.2,0,15.1,11.8,3.8,0,2.3,5.7,6,6.5,44.3,9.2,7.6,20.2,"6.5",44.3,37.8,"10pct","NMDi"
"752","NLGN3",NA,"ENSG00000196338","CE251","chrX:71148207-71148845","chrX:71148664-71148695","32","AG/GT","cassette",NA,NA,NA,NA,NA,NA,NA,NA,"chrX:71148207-71148663","chrX:71148696-71148845",5,4.6,4.7,6,6.5,7.4,0,47.4,0,0,28.6,2.6,0,4.7,6,6.5,0,0,41.2,0,15.1,11.8,3.8,0,2.3,5.7,6,6.5,44.3,9.2,7.6,20.2,"6.5",44.3,37.8,"5pct","NMDi"
"753","NLGN3",NA,"ENSG00000196338","CE251","chrX:71148207-71148845","chrX:71148664-71148695","32","AG/GT","cassette",NA,NA,NA,NA,NA,NA,NA,NA,"chrX:71148207-71148663","chrX:71148696-71148845",5,4.6,4.7,6,6.5,7.4,0,47.4,0,0,28.6,2.6,0,4.7,6,6.5,0,0,41.2,0,15.1,11.8,3.8,0,2.3,5.7,6,6.5,44.3,9.2,7.6,20.2,"6.5",44.3,37.8,"1pct","NMDi"
